"Medico ID","Gender","First name","Last name","phone","Responsibility"
"Md-000416","female","Franco","Thomas","(965) 513-2666","Doctor"
"Md-000417","male","Brenda","Wall","(929) 483-2365","Doctor"
"Md-000418","female","Pace","Pope","(816) 573-2944","Doctor"
"Md-000419","male","Lilian","Andrews","(875) 522-3281","Doctor"
"Md-000420","female","Julia","Mcclure","(923) 544-3269","Doctor"
"Md-000421","female","Myra","Hull","(831) 583-3532","Doctor"
"Md-000422","female","Galloway","Hammond","(863) 530-3901","Doctor"
"Md-000423","male","Acosta","Vega","(855) 406-3133","Doctor"
"Md-000424","male","Cathy","Blake","(875) 489-2258","Doctor"
"Md-000425","female","Queen","Fowler","(983) 493-2579","Doctor"
"Md-000426","female","Lily","Michael","(959) 583-2642","Doctor"
"Md-000427","female","Hillary","Ferguson","(813) 446-2349","Doctor"
"Md-000428","female","Latisha","Fuller","(848) 588-3645","Doctor"
"Md-000429","female","Fanny","Weeks","(835) 561-2764","Doctor"
"Md-000430","female","Eunice","Chapman","(801) 545-3268","Doctor"
"Md-000431","female","Della","Klein","(997) 570-2774","Doctor"
"Md-000432","female","Tabatha","Moon","(805) 447-3228","Doctor"
"Md-000433","female","Claudette","Christensen","(858) 507-3563","Doctor"
"Md-000434","female","Ella","Espinoza","(802) 415-2144","Doctor"
"Md-000435","female","Mccoy","Aguirre","(865) 534-2141","Doctor"
"Md-000436","male","Newton","Malone","(868) 518-3593","Doctor"
"Md-000437","male","Richard","Talley","(979) 467-2535","Doctor"
"Md-000438","male","Leblanc","Goff","(822) 510-2325","Doctor"
"Md-000439","male","Helena","Patel","(903) 467-2296","Doctor"
"Md-000440","female","Bette","Lambert","(826) 535-3628","Doctor"
"Md-000441","female","Ericka","Russell","(956) 509-3489","Doctor"
"Md-000442","female","Molina","England","(925) 531-2626","Doctor"
"Md-000443","male","Campos","Silva","(889) 488-2773","Doctor"
"Md-000444","male","Aurora","Carpenter","(945) 499-2272","Doctor"
"Md-000445","female","Alberta","Huber","(911) 568-3318","Doctor"
"Md-000446","female","Hattie","Workman","(812) 567-2428","Doctor"
"Md-000447","female","Edwards","Owen","(900) 543-2682","Doctor"
"Md-000448","male","Audrey","Santos","(817) 559-3665","Doctor"
"Md-000449","female","Erickson","Cardenas","(884) 514-2907","Doctor"
"Md-000450","male","Lakisha","Ford","(958) 537-3117","Doctor"
"Md-000451","female","Mccall","Lancaster","(879) 562-3804","Doctor"
"Md-000452","male","Leticia","Chandler","(973) 525-2979","Doctor"
"Md-000453","female","Reid","Stuart","(978) 527-3303","Doctor"
"Md-000454","male","Langley","Flowers","(917) 455-3925","Doctor"
"Md-000455","male","Margaret","Fitzpatrick","(904) 593-3930","Doctor"
"Md-000456","female","Elvira","Suarez","(864) 596-2228","Doctor"
"Md-000457","female","Pam","Chavez","(995) 590-3193","Doctor"
"Md-000458","female","Ernestine","Sweet","(880) 504-2637","Doctor"
"Md-000459","female","Marissa","Santiago","(899) 400-3423","Doctor"
"Md-000460","female","Pena","Merritt","(999) 464-3680","Doctor"
"Md-000461","male","Mckinney","Hogan","(925) 566-3745","Doctor"
"Md-000462","male","Valeria","Tucker","(897) 439-2694","Doctor"
"Md-000463","female","Wood","Jenkins","(851) 463-3377","Doctor"
"Md-000464","male","Elizabeth","Perkins","(928) 490-3351","Doctor"
"Md-000465","female","Welch","Bray","(809) 592-2385","Doctor"
"Md-000466","male","Fleming","Hoffman","(881) 525-2048","Doctor"
"Md-000467","male","Turner","Raymond","(872) 595-2614","Doctor"
"Md-000468","male","Emerson","Chang","(861) 575-3748","Doctor"
"Md-000469","male","Katrina","Rogers","(892) 516-3867","Doctor"
"Md-000470","female","Chan","Douglas","(970) 551-3666","Doctor"
"Md-000471","male","Barbara","Benjamin","(887) 577-3753","Doctor"
"Md-000472","female","Rosa","Dawson","(837) 516-2960","Doctor"
"Md-000473","female","Corine","Boyer","(977) 410-3563","Doctor"
"Md-000474","female","Beulah","Lang","(900) 582-2973","Doctor"
"Md-000475","female","Marla","Hatfield","(913) 412-2447","Doctor"
"Md-000476","female","Kelley","Monroe","(854) 541-3788","Doctor"
"Md-000477","male","Laura","Cochran","(868) 431-2826","Doctor"
"Md-000478","female","Erika","Bentley","(826) 538-3128","Doctor"
"Md-000479","female","Trina","Harrington","(816) 591-2014","Doctor"
"Md-000480","female","Phelps","Reeves","(944) 571-2557","Doctor"
"Md-000481","male","Lori","Sexton","(956) 580-2929","Doctor"
"Md-000482","female","Dillon","Carr","(855) 520-3489","Doctor"
"Md-000483","male","Beth","Knapp","(872) 474-3391","Doctor"
"Md-000484","female","Weber","Randall","(964) 558-2733","Doctor"
"Md-000485","male","Cline","Howard","(937) 503-3729","Doctor"
"Md-000486","male","Wynn","Foley","(870) 587-2528","Doctor"
"Md-000487","male","Ortiz","Franklin","(993) 403-2806","Doctor"
"Md-000488","male","Meadows","Huff","(890) 571-2313","Doctor"
"Md-000489","male","Vaughan","Roach","(818) 425-3673","Doctor"
"Md-000490","male","Hayden","Keller","(876) 450-2231","Doctor"
"Md-000491","male","Ann","Ortega","(984) 478-2266","Doctor"
"Md-000492","female","Jane","Daniel","(836) 460-2045","Doctor"
"Md-000493","female","Velma","Bush","(996) 491-3399","Doctor"
"Md-000494","female","Autumn","Richards","(905) 409-2991","Doctor"
"Md-000495","female","Amelia","Bullock","(800) 554-3001","Doctor"
"Md-000496","female","Britney","Mcgee","(986) 481-2444","Doctor"
"Md-000497","female","Sophia","Bauer","(856) 528-3246","Doctor"
"Md-000498","female","Mejia","Gates","(849) 558-2618","Doctor"
"Md-000499","male","Holder","Mullen","(858) 409-2293","Doctor"
"Md-000500","male","Flora","Morin","(837) 404-2350","Nurse"
"Md-000501","female","Sheppard","Stone","(875) 569-2524","Nurse"
"Md-000502","male","Trisha","Dillard","(938) 496-2695","Nurse"
"Md-000503","female","Morgan","Lopez","(922) 458-2506","Nurse"
"Md-000504","male","Crosby","Fields","(813) 447-2841","Nurse"
"Md-000505","male","Wiley","Marshall","(920) 441-2847","Nurse"
"Md-000506","male","Eloise","Woods","(985) 416-2567","Nurse"
"Md-000507","female","Guerra","Summers","(885) 479-3418","Nurse"
"Md-000508","male","Sheryl","Gonzales","(879) 477-3936","Nurse"
"Md-000509","female","Hester","Cooper","(851) 554-3690","Nurse"
"Md-000510","male","Clarice","Oliver","(973) 545-2876","Nurse"
"Md-000511","female","Townsend","Donaldson","(920) 585-3670","Nurse"
"Md-000512","male","Staci","Sykes","(856) 486-3725","Nurse"
"Md-000513","female","Mcdonald","Berg","(820) 458-2499","Nurse"
"Md-000514","male","Ashlee","Fernandez","(942) 454-3622","Nurse"
"Md-000515","female","Avila","Hanson","(911) 495-2734","Nurse"
"Md-000516","male","Cooper","Ochoa","(980) 411-3547","Nurse"
"Md-000517","male","Michele","Carter","(827) 449-3201","Nurse"
"Md-000518","female","Knox","Cain","(940) 442-3519","Nurse"
"Md-000519","male","Miriam","Rodgers","(891) 520-3559","Nurse"
"Md-000520","female","Monica","Weber","(921) 472-2895","Nurse"
"Md-000521","female","Swanson","Blair","(953) 457-2519","Nurse"
"Md-000522","male","Katie","Parker","(950) 595-3666","Nurse"
"Md-000523","female","Leonor","Campbell","(805) 589-2261","Nurse"
"Md-000524","female","Jordan","Dudley","(909) 485-2970","Nurse"
"Md-000525","female","Gertrude","Williams","(860) 501-3214","Nurse"
"Md-000526","female","Patty","Hopper","(893) 543-2757","Nurse"
"Md-000527","female","Scott","Mcguire","(937) 482-3667","Nurse"
"Md-000528","male","Brandie","Blackwell","(978) 487-3010","Nurse"
"Md-000529","female","Cherry","Chen","(836) 520-2279","Nurse"
"Md-000530","female","Lee","Moreno","(983) 421-3657","Nurse"
"Md-000531","female","Cobb","Macias","(974) 447-2669","Nurse"
"Md-000532","male","Phoebe","Sloan","(917) 570-2526","Nurse"
"Md-000533","female","Cantu","Sears","(825) 407-3163","Nurse"
"Md-000534","male","Mccormick","Hopkins","(990) 416-3871","Nurse"
"Md-000535","male","Adrian","Higgins","(906) 407-2962","Nurse"
"Md-000536","female","Eve","Glenn","(818) 534-3381","Nurse"
"Md-000537","female","June","Trevino","(988) 555-2977","Nurse"
"Md-000538","female","Brandi","Blackburn","(844) 484-3824","Nurse"
"Md-000539","female","Simpson","Simon","(987) 454-3750","Nurse"
"Md-000540","male","Jeanie","Gould","(906) 555-3913","Nurse"
"Md-000541","female","Sampson","Horne","(936) 434-2655","Nurse"
"Md-000542","male","Bettye","Briggs","(986) 508-3041","Nurse"
"Md-000543","female","Lowe","Garrison","(883) 468-2152","Nurse"
"Md-000544","male","Rosie","Richmond","(868) 421-2670","Nurse"
"Md-000545","female","Holmes","Mathews","(827) 576-2273","Nurse"
"Md-000546","male","Hebert","Mcleod","(878) 594-3839","Nurse"
"Md-000547","male","Freeman","Robertson","(938) 421-2413","Nurse"
"Md-000548","male","Dolly","Berger","(869) 418-2359","Nurse"
"Md-000549","female","Fletcher","Cash","(815) 485-2209","Nurse"
"Md-000550","male","Tina","Potter","(885) 441-3251","Nurse"
"Md-000551","female","Christian","Knowles","(868) 489-2478","Nurse"
"Md-000552","male","Marion","Cruz","(920) 499-3716","Nurse"
"Md-000553","female","Nash","Mayo","(875) 488-2524","Nurse"
"Md-000554","male","Maura","Jackson","(845) 557-2536","Nurse"
"Md-000555","female","Blanchard","Williamson","(987) 448-2450","Nurse"
"Md-000556","male","Latonya","Hart","(991) 480-3091","Nurse"
"Md-000557","female","Brigitte","Bartlett","(816) 448-3756","Nurse"
"Md-000558","female","Sweeney","Curtis","(900) 525-3480","Nurse"
"Md-000559","male","Mcconnell","Noble","(939) 526-3643","Nurse"
"Md-000560","male","Irma","Dennis","(968) 576-2570","Nurse"
"Md-000561","female","Wolf","Henderson","(826) 565-2456","Nurse"
"Md-000562","male","Dotson","Alvarado","(993) 481-3430","Nurse"
"Md-000563","male","Noemi","Shaffer","(895) 514-2626","Nurse"
"Md-000564","female","Odom","Jefferson","(838) 475-2435","Nurse"
"Md-000565","male","Hicks","Le","(949) 477-3760","Nurse"
"Md-000566","male","Vasquez","Clayton","(851) 561-2917","Nurse"
"Md-000567","male","Monroe","Burgess","(991) 401-3345","Nurse"
"Md-000568","male","Corinne","Snider","(982) 422-2582","Nurse"
"Md-000569","female","Owen","House","(848) 532-2110","Nurse"
"Md-000570","male","Jodi","Winters","(973) 524-3520","Nurse"
"Md-000571","female","Allison","Abbott","(877) 532-2479","Nurse"
"Md-000572","female","Freida","Parsons","(915) 583-3329","Nurse"
"Md-000573","female","Laurel","Valenzuela","(845) 443-2802","Nurse"
"Md-000574","female","Alisa","Crosby","(917) 595-2061","Nurse"
"Md-000575","female","Elma","Whitfield","(987) 526-3446","Nurse"
"Md-000576","female","Mays","Reyes","(844) 507-3440","Nurse"
"Md-000577","male","William","Watson","(932) 567-3603","Nurse"
"Md-000578","male","Rosalie","Leonard","(894) 494-3870","Nurse"
"Md-000579","female","Wiggins","Holland","(885) 405-3539","Nurse"
"Md-000580","male","Black","Franco","(812) 401-3669","Nurse"
"Md-000581","male","Sweet","Browning","(872) 567-3589","Nurse"
"Md-000582","male","Wolfe","Mueller","(976) 567-2817","Nurse"
"Md-000583","male","Lucas","Kane","(890) 554-3071","Nurse"
"Md-000584","male","Meredith","Harmon","(913) 458-2414","Nurse"
"Md-000585","female","Vonda","Ware","(921) 441-2497","Nurse"
"Md-000586","female","Stewart","Knox","(861) 410-3535","Nurse"
"Md-000587","male","Lloyd","Lloyd","(912) 556-2815","Nurse"
"Md-000588","male","Shields","Allison","(899) 516-2170","Nurse"
"Md-000589","male","Ware","Mclaughlin","(959) 555-2999","Nurse"
"Md-000590","male","Carole","Marks","(808) 498-2247","Nurse"
"Md-000591","female","Faith","Kim","(991) 429-2077","Nurse"
"Md-000592","female","Robin","Landry","(913) 409-3690","Nurse"
"Md-000593","female","Perkins","Kline","(928) 511-3127","Nurse"
"Md-000594","male","Montoya","Lawson","(862) 504-3987","Nurse"
"Md-000595","male","Romero","Contreras","(928) 567-2565","Nurse"
"Md-000596","male","Elise","Johns","(822) 543-3328","Nurse"
"Md-000597","female","Spears","Barry","(808) 544-2362","Nurse"
"Md-000598","male","Mollie","Boyle","(990) 420-3953","Nurse"
"Md-000599","female","Wade","Sanchez","(998) 575-2790","Nurse"
"Md-000600","male","Cook","Pitts","(990) 479-2873","Doctor"
"Md-000601","male","Felecia","Melendez","(929) 405-3832","Doctor"
"Md-000602","female","Angela","Schwartz","(944) 400-2556","Doctor"
"Md-000603","female","Sullivan","Walsh","(949) 436-2770","Doctor"
"Md-000604","male","Hilary","Castaneda","(956) 522-3839","Doctor"
"Md-000605","female","Marci","Burns","(878) 482-2165","Doctor"
"Md-000606","female","Dena","Martin","(904) 592-2267","Doctor"
"Md-000607","female","Velez","Faulkner","(847) 445-2476","Doctor"
"Md-000608","male","Emily","Conrad","(866) 577-3787","Doctor"
"Md-000609","female","Berger","Buckner","(828) 547-2076","Doctor"
"Md-000610","male","Ferguson","Mcmillan","(828) 512-2026","Doctor"
"Md-000611","male","Becky","Jones","(883) 439-3192","Doctor"
"Md-000612","female","Yvette","Stephenson","(893) 430-3369","Doctor"
"Md-000613","female","Finley","Dixon","(856) 476-3980","Doctor"
"Md-000614","male","Nannie","Dyer","(828) 515-2284","Doctor"
"Md-000615","female","Tate","Thompson","(945) 470-3311","Doctor"
"Md-000616","male","Garcia","Wolfe","(994) 471-3844","Doctor"
"Md-000617","male","Lucille","Hinton","(951) 403-3277","Doctor"
"Md-000618","female","Cain","Duran","(845) 599-2015","Doctor"
"Md-000619","male","Leach","Bradley","(916) 445-3633","Doctor"
"Md-000620","male","Giles","Dominguez","(821) 411-2116","Doctor"
"Md-000621","male","Melody","Aguilar","(835) 580-3319","Doctor"
"Md-000622","female","Sonia","Langley","(823) 573-2185","Doctor"
"Md-000623","female","Leon","Barber","(845) 568-2854","Doctor"
"Md-000624","male","Paula","Fuentes","(930) 519-2529","Doctor"
"Md-000625","female","Carey","Edwards","(996) 483-2378","Doctor"
"Md-000626","male","Caroline","Martinez","(934) 560-2742","Doctor"
"Md-000627","female","Kellie","Mccall","(942) 546-3073","Doctor"
"Md-000628","female","Bennett","Roman","(879) 524-3769","Doctor"
"Md-000629","male","Wells","Mccarty","(989) 551-3020","Doctor"
"Md-000630","male","White","Gamble","(931) 405-3172","Doctor"
"Md-000631","male","Roxie","Joseph","(943) 550-2627","Doctor"
"Md-000632","female","James","Beasley","(915) 481-2754","Doctor"
"Md-000633","male","Mia","Goodwin","(928) 534-3402","Doctor"
"Md-000634","female","Pearson","Ellison","(801) 546-2120","Doctor"
"Md-000635","male","Deena","Valencia","(909) 500-3105","Doctor"
"Md-000636","female","Marcia","Macdonald","(806) 448-2593","Doctor"
"Md-000637","female","Burris","Davenport","(823) 493-2800","Doctor"
"Md-000638","male","Kramer","Steele","(836) 592-2392","Doctor"
"Md-000639","male","Eula","Cherry","(813) 573-2676","Doctor"
"Md-000640","female","Noble","Ortiz","(973) 553-2157","Doctor"
"Md-000641","male","Francis","Pollard","(900) 521-3928","Doctor"
"Md-000642","female","Carol","Guthrie","(948) 493-3377","Doctor"
"Md-000643","female","Selena","Goodman","(837) 508-3884","Doctor"
"Md-000644","female","Isabel","Gentry","(830) 445-3325","Doctor"
"Md-000645","female","Hunt","Hardy","(997) 426-2108","Doctor"
"Md-000646","male","Tammie","Craig","(901) 576-2587","Doctor"
"Md-000647","female","Diana","Nicholson","(852) 434-3227","Doctor"
"Md-000648","female","Maureen","Hurley","(893) 482-2046","Doctor"
"Md-000649","female","Peterson","Conway","(900) 402-3120","Doctor"
"Md-000650","male","Heath","Pennington","(949) 570-2350","Doctor"
"Md-000651","male","Merle","Hutchinson","(926) 460-2259","Doctor"
"Md-000652","female","Kristen","Kramer","(941) 451-2909","Doctor"
"Md-000653","female","Sonya","Rush","(929) 596-2982","Doctor"
"Md-000654","female","Norma","Wilkins","(999) 513-3667","Doctor"
"Md-000655","female","Shelly","Golden","(929) 452-2987","Doctor"
"Md-000656","female","Deanne","Mercado","(983) 481-2732","Doctor"
"Md-000657","female","Janice","Little","(841) 410-3708","Doctor"
"Md-000658","female","Guzman","Bonner","(941) 483-2268","Doctor"
"Md-000659","male","Sofia","Hobbs","(949) 508-2405","Doctor"
"Md-000660","female","Horn","Sherman","(858) 494-3264","Doctor"
"Md-000661","male","Erna","Hyde","(872) 417-3835","Doctor"
"Md-000662","female","Terra","Barr","(873) 588-3819","Doctor"
"Md-000663","female","Rivas","Mcfadden","(984) 512-2270","Doctor"
"Md-000664","male","Mills","Bender","(901) 429-3400","Doctor"
"Md-000665","male","Lucile","Nash","(918) 552-2297","Doctor"
"Md-000666","female","Willa","Norton","(972) 431-3348","Doctor"
"Md-000667","female","Georgia","Bradford","(925) 453-2473","Doctor"
"Md-000668","female","Kari","Reed","(831) 441-2444","Doctor"
"Md-000669","female","Alta","Hubbard","(951) 571-2053","Doctor"
"Md-000670","female","Lynda","West","(951) 449-2911","Doctor"
"Md-000671","female","Claudine","Blanchard","(964) 400-2720","Doctor"
"Md-000672","female","Mitzi","Brewer","(996) 461-2095","Doctor"
"Md-000673","female","Shirley","Morales","(992) 425-2903","Doctor"
"Md-000674","female","Bradford","Tran","(991) 408-2978","Doctor"
"Md-000675","male","Dina","Mays","(907) 556-2823","Doctor"
"Md-000676","female","Natalie","Miranda","(895) 426-3112","Doctor"
"Md-000677","female","Hendrix","Peck","(881) 482-3545","Doctor"
"Md-000678","male","Vaughn","Rowland","(860) 489-3105","Doctor"
"Md-000679","male","Cotton","Francis","(921) 411-3373","Doctor"
"Md-000680","male","Arnold","Mckay","(905) 542-3112","Doctor"
"Md-000681","male","Hayes","Wilkerson","(975) 500-2721","Doctor"
"Md-000682","male","Loretta","Hartman","(853) 450-2277","Doctor"
"Md-000683","female","Goff","Mathis","(969) 566-2172","Doctor"
"Md-000684","male","Blair","Montgomery","(881) 423-2044","Doctor"
"Md-000685","male","Browning","Pearson","(935) 573-2969","Doctor"
"Md-000686","male","Marietta","Holmes","(951) 401-3893","Doctor"
"Md-000687","female","Candice","Byrd","(958) 403-3857","Doctor"
"Md-000688","female","Snyder","Potts","(944) 531-3494","Doctor"
"Md-000689","male","Sharp","Haney","(805) 534-3575","Doctor"
"Md-000690","male","Kerr","Hodge","(868) 468-3037","Doctor"
"Md-000691","male","Shepard","Lott","(879) 599-3560","Doctor"
"Md-000692","male","Cross","Wheeler","(882) 450-3793","Doctor"
"Md-000693","male","Leann","Yates","(825) 411-2429","Doctor"
"Md-000694","female","Rosanne","Reese","(909) 439-3363","Doctor"
"Md-000695","female","Heidi","Smith","(938) 570-2930","Doctor"
"Md-000696","female","Austin","Terrell","(815) 557-3718","Doctor"
"Md-000697","male","Gould","Slater","(829) 497-3258","Doctor"
"Md-000698","male","Addie","Hines","(988) 443-3795","Doctor"
"Md-000699","female","Melva","Russo","(815) 458-2829","Doctor"
"Md-000700","female","Jenny","Figueroa","(887) 515-2452","Nurse"
"Md-000701","female","Greta","Tillman","(902) 448-3621","Nurse"
"Md-000702","female","Desiree","Fleming","(999) 543-2902","Nurse"
"Md-000703","female","Rhodes","Watkins","(997) 507-2345","Nurse"
"Md-000704","male","Nellie","Chan","(962) 496-3376","Nurse"
"Md-000705","female","Fischer","Pate","(851) 409-3072","Nurse"
"Md-000706","male","Jacquelyn","Alexander","(857) 494-3186","Nurse"
"Md-000707","female","Estella","Sharp","(877) 400-2251","Nurse"
"Md-000708","female","Imogene","Walter","(837) 453-3932","Nurse"
"Md-000709","female","Gentry","Gillespie","(927) 534-3080","Nurse"
"Md-000710","male","Donna","Myers","(987) 526-2080","Nurse"
"Md-000711","female","Daphne","Osborne","(913) 495-3303","Nurse"
"Md-000712","female","Nelson","Combs","(851) 465-2794","Nurse"
"Md-000713","male","Johns","Ross","(855) 411-3841","Nurse"
"Md-000714","male","Kristie","Craft","(893) 596-2035","Nurse"
"Md-000715","female","Deana","Frost","(876) 419-3813","Nurse"
"Md-000716","female","Geraldine","Mann","(824) 447-2601","Nurse"
"Md-000717","female","Shaffer","Rocha","(986) 487-2279","Nurse"
"Md-000718","male","Lou","Flores","(864) 462-2287","Nurse"
"Md-000719","female","Shanna","Schultz","(869) 500-3287","Nurse"
"Md-000720","female","Humphrey","Kinney","(848) 413-3241","Nurse"
"Md-000721","male","Gallagher","Frye","(805) 589-2382","Nurse"
"Md-000722","male","Ross","Preston","(807) 588-3598","Nurse"
"Md-000723","male","Janna","Vaughan","(809) 560-2996","Nurse"
"Md-000724","female","Taylor","Duke","(994) 542-3161","Nurse"
"Md-000725","male","Campbell","Bell","(910) 481-3133","Nurse"
"Md-000726","male","Nikki","Oneill","(892) 443-2603","Nurse"
"Md-000727","female","Moses","Carney","(868) 547-2070","Nurse"
"Md-000728","male","Rich","Warner","(958) 590-2672","Nurse"
"Md-000729","male","Gilda","Riggs","(930) 448-2519","Nurse"
"Md-000730","female","Rocha","Saunders","(926) 478-3202","Nurse"
"Md-000731","male","Geneva","Ewing","(925) 441-3064","Nurse"
"Md-000732","female","Le","Zimmerman","(910) 430-2557","Nurse"
"Md-000733","male","Lupe","Pickett","(808) 437-2512","Nurse"
"Md-000734","female","Paige","Mcdowell","(947) 563-3585","Nurse"
"Md-000735","female","Duran","Miles","(848) 524-3117","Nurse"
"Md-000736","male","Lenora","Evans","(817) 473-2059","Nurse"
"Md-000737","female","Peck","Bradshaw","(896) 401-3798","Nurse"
"Md-000738","male","Hazel","Graham","(817) 475-2107","Nurse"
"Md-000739","female","Wendi","Travis","(852) 404-2941","Nurse"
"Md-000740","female","Isabelle","Frederick","(854) 512-3450","Nurse"
"Md-000741","female","Vega","Mcdaniel","(974) 408-3460","Nurse"
"Md-000742","male","Stanton","Kaufman","(995) 495-3247","Nurse"
"Md-000743","male","Tanisha","Washington","(936) 500-3716","Nurse"
"Md-000744","female","Nona","Trujillo","(821) 534-3439","Nurse"
"Md-000745","female","Rhonda","Ryan","(808) 551-2765","Nurse"
"Md-000746","female","Gordon","Reilly","(999) 588-3005","Nurse"
"Md-000747","male","Stacie","Moran","(968) 598-2962","Nurse"
"Md-000748","female","Bruce","Lucas","(941) 582-2594","Nurse"
"Md-000749","male","Margery","May","(864) 552-2287","Nurse"
"Md-000750","female","Arlene","Finley","(999) 407-2167","Nurse"
"Md-000751","female","Georgette","Fletcher","(969) 528-2399","Nurse"
"Md-000752","female","Ethel","Clarke","(801) 537-2358","Nurse"
"Md-000753","female","Jewel","Mccarthy","(859) 508-2177","Nurse"
"Md-000754","female","Bowman","Best","(977) 531-2203","Nurse"
"Md-000755","male","Byers","Mcintyre","(991) 528-3170","Nurse"
"Md-000756","male","Tamera","Scott","(869) 442-2487","Nurse"
"Md-000757","female","Berta","Beard","(983) 443-3951","Nurse"
"Md-000758","female","Ollie","Acevedo","(885) 552-2757","Nurse"
"Md-000759","female","Colleen","Perry","(874) 437-3497","Nurse"
"Md-000760","female","David","Foster","(875) 469-3172","Nurse"
"Md-000761","male","Bobbi","Mckee","(954) 412-2584","Nurse"
"Md-000762","female","Munoz","Hernandez","(921) 476-3233","Nurse"
"Md-000763","male","Pollard","Mccullough","(813) 421-2740","Nurse"
"Md-000764","male","Palmer","Mcdonald","(992) 516-2140","Nurse"
"Md-000765","male","Leanne","Holman","(878) 506-3295","Nurse"
"Md-000766","female","Sexton","Moss","(996) 437-3194","Nurse"
"Md-000767","male","Florence","Parrish","(884) 438-3514","Nurse"
"Md-000768","female","Sallie","Horn","(800) 567-3333","Nurse"
"Md-000769","female","Jerry","Wilder","(928) 477-3753","Nurse"
"Md-000770","female","Nunez","Dickerson","(822) 415-2542","Nurse"
"Md-000771","male","Alfreda","Emerson","(991) 552-2904","Nurse"
"Md-000772","female","Snider","Rivas","(865) 429-3740","Nurse"
"Md-000773","male","Reed","Levine","(952) 579-2164","Nurse"
"Md-000774","male","Potts","Casey","(830) 491-3414","Nurse"
"Md-000775","male","Genevieve","Shannon","(889) 490-3669","Nurse"
"Md-000776","female","Ingrid","Kirby","(829) 558-3510","Nurse"
"Md-000777","female","Janine","Cantrell","(821) 563-2678","Nurse"
"Md-000778","female","Hartman","Price","(810) 459-3352","Nurse"
"Md-000779","male","Oneil","Prince","(861) 489-3871","Nurse"
"Md-000780","male","Rebecca","Cook","(803) 475-3988","Nurse"
"Md-000781","female","Hardin","Mcfarland","(898) 507-3393","Nurse"
"Md-000782","male","Laverne","Lamb","(816) 516-3217","Nurse"
"Md-000783","female","Alma","Clements","(858) 449-3418","Nurse"
"Md-000784","female","Burton","Rosales","(824) 534-3416","Nurse"
"Md-000785","male","Britt","Dean","(866) 443-3392","Nurse"
"Md-000786","male","Tracey","Gibbs","(814) 480-3322","Nurse"
"Md-000787","female","Berg","Chaney","(847) 585-3585","Nurse"
"Md-000788","male","Moreno","Beach","(929) 539-2543","Nurse"
"Md-000789","male","Hinton","Moody","(940) 562-2238","Nurse"
"Md-000790","male","Chang","Neal","(938) 599-3549","Nurse"
"Md-000791","male","Leigh","Norman","(999) 589-2370","Nurse"
"Md-000792","female","Kelly","Spears","(926) 534-2429","Nurse"
"Md-000793","female","Nelda","Mcgowan","(881) 441-3149","Nurse"
"Md-000794","female","Julie","Maldonado","(896) 524-2564","Nurse"
"Md-000795","female","Deirdre","Simpson","(984) 526-2221","Nurse"
"Md-000796","female","Helga","Vincent","(808) 556-2754","Nurse"
"Md-000797","female","Patterson","Camacho","(985) 560-3163","Nurse"
"Md-000798","male","Sherri","Chambers","(966) 413-3499","Nurse"
"Md-000799","female","Strickland","Houston","(810) 567-3979","Nurse"
"Md-000800","male","Jayne","Gomez","(901) 515-2585","Doctor"
"Md-000801","female","Bates","Molina","(930) 594-2993","Doctor"
"Md-000802","male","Milagros","Solis","(945) 497-3851","Doctor"
"Md-000803","female","Tracie","Koch","(860) 531-2926","Doctor"
"Md-000804","female","Roach","Olsen","(818) 510-2249","Doctor"
"Md-000805","male","Fannie","Lewis","(828) 494-3184","Doctor"
"Md-000806","female","Diane","Velazquez","(843) 496-3005","Doctor"
"Md-000807","female","Gwendolyn","Hensley","(932) 428-3202","Doctor"
"Md-000808","female","Marquita","Roberts","(965) 485-2150","Doctor"
"Md-000809","female","Brown","Mullins","(853) 510-3011","Doctor"
"Md-000810","male","Pennington","David","(872) 484-2097","Doctor"
"Md-000811","male","Ochoa","George","(907) 599-2642","Doctor"
"Md-000812","male","Natasha","Reid","(919) 591-2623","Doctor"
"Md-000813","female","Ryan","Cobb","(848) 498-2906","Doctor"
"Md-000814","male","Holloway","Stephens","(862) 494-2690","Doctor"
"Md-000815","male","Felicia","Garcia","(931) 556-3084","Doctor"
"Md-000816","female","Blankenship","Moses","(820) 525-3281","Doctor"
"Md-000817","male","Coleman","Odom","(957) 455-2666","Doctor"
"Md-000818","male","Long","Hill","(807) 494-3568","Doctor"
"Md-000819","male","Lesley","Sanders","(835) 479-3499","Doctor"
"Md-000820","female","Ida","Dodson","(898) 480-2418","Doctor"
"Md-000821","female","Shepherd","Duffy","(854) 476-2010","Doctor"
"Md-000822","male","Charmaine","Singleton","(911) 530-2760","Doctor"
"Md-000823","female","Lynnette","Pugh","(819) 505-3958","Doctor"
"Md-000824","female","Nichole","Woodard","(943) 446-2566","Doctor"
"Md-000825","female","Perry","Cotton","(883) 509-3260","Doctor"
"Md-000826","male","Tammy","Erickson","(829) 595-2909","Doctor"
"Md-000827","female","Judith","Mosley","(884) 538-3118","Doctor"
"Md-000828","female","Roy","Cortez","(944) 468-2782","Doctor"
"Md-000829","male","Pamela","Carey","(909) 589-2430","Doctor"
"Md-000830","female","Hester","Burks","(821) 542-3156","Doctor"
"Md-000831","female","Shauna","Gordon","(802) 446-2938","Doctor"
